1)riId	2)riType	3)regulatorId	4)regulatorName	5)cnfName	19)targetTuOrGene	27)riPMIDS 
RDBECOLIRIC01285	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC01361:sgcXBCQAER	28073397 
RDBECOLIRIC01286	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC01370:mdtM-yjiN	28073397 
RDBECOLIRIC01287	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02703:slyA	28073397;32849447 
RDBECOLIRIC01288	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02703:slyA	28073397;32849447;34824476 
RDBECOLIRIC01292	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC01503:gspCDEFGHIJKLMO	28073397 
RDBECOLIRIC01293	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC02923:alaE	28057466;30420454;8890170;9006049 
RDBECOLIRIC01294	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC02923:alaE	28057466;30420454;8890170;9006049 
RDBECOLIRIC01295	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC00099:leuO	28073397 
RDBECOLIRIC01296	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC00099:leuO	28073397 
RDBECOLIRIC01303	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC01977:appY	8892825 
RDBECOLIRIC01304	tf-tu	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC00118:map-glnD-dapD	12067348 
RDBECOLIRIC01305	tf-tu	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC00118:map-glnD-dapD	12067348 
RDBECOLIRIC01306	tf-tu	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC00118:map-glnD-dapD	12067348 
RDBECOLIRIC01307	tf-tu	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC01038:mdaB	12067348 
RDBECOLIRIC01308	tf-tu	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC01038:mdaB	12067348;34824476 
RDBECOLIRIC01309	tf-tu	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC01038:mdaB	12067348 
RDBECOLIRIC01310	tf-tu	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC01079:yhbW	12067348 
RDBECOLIRIC01311	tf-tu	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC01079:yhbW	12067348 
RDBECOLIRIC01312	tf-tu	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC01079:yhbW	12067348 
RDBECOLIRIC01313	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03546:aldA	12067348 
RDBECOLIRIC01314	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC03546:aldA	12067348 
RDBECOLIRIC01315	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03546:aldA	12067348 
RDBECOLIRIC01317	tf-promoter	RDBECOLITFC00190	LrhA	LrhA	RDBECOLITUC00099:leuO	28252809 
RDBECOLIRIC01318	tf-promoter	RDBECOLITFC00190	LrhA	LrhA	RDBECOLITUC01995:leuO	28252809 
RDBECOLIRIC01319	tf-promoter	RDBECOLITFC00190	LrhA	LrhA	RDBECOLITUC02097:leuO	28252809 
RDBECOLIRIC01320	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02083:exuR	27129867 
RDBECOLIRIC01321	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01377:lgoR	27129867 
RDBECOLIRIC01322	tf-tu	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02813:yjjN	27129867 
RDBECOLIRIC01326	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC01235:recQ	3027506 
RDBECOLIRIC01340	tf-promoter	RDBECOLITFC00094	QseB	Phosphorylated DNA-binding transcriptional activator QseB	RDBECOLITUC02042:feaR	29038253 
RDBECOLIRIC01341	tf-promoter	RDBECOLITFC00094	QseB	Phosphorylated DNA-binding transcriptional activator QseB	RDBECOLITUC02043:feaR	29038253 
RDBECOLIRIC01343	tf-tu	RDBECOLITFC00109	ArgR	ArgR-L-arginine DNA-binding transcriptional dual regulator	RDBECOLITUC01091:yhcC	17074904;22082910;25735747 
RDBECOLIRIC01345	tf-tu	RDBECOLITFC00203	XynR	XynR-D-xylonate	RDBECOLITUC00153:yagAB-insX	29087459;29529243 
RDBECOLIRIC01346	tf-tu	RDBECOLITFC00203	XynR	XynR-D-xylonate	RDBECOLITUC00154:yagEF	29087459;29529243 
RDBECOLIRIC01347	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC01089:mlaFEDCB	29133912 
RDBECOLIRIC01348	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03614:xseA	29133912 
RDBECOLIRIC01350	tf-tu	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC02631:queE	27471053 
RDBECOLIRIC01351	tf-promoter	RDBECOLITFC00202	PhoB	DNA-binding transcriptional dual regulator PhoB-phosphorylated	RDBECOLITUC02587:ytfK	17020555;21538251 
RDBECOLIRIC01352	tf-promoter	RDBECOLITFC00202	PhoB	DNA-binding transcriptional dual regulator PhoB-phosphorylated	RDBECOLITUC02587:ytfK	17020555;21538251 
RDBECOLIRIC01353	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC01354	tf-tu	RDBECOLITFC00208	RacR	RacR	RDBECOLITUC00483:ydaSTUVW-rzpR	29205228;29205229 
RDBECOLIRIC01355	tf-tu	RDBECOLITFC00208	RacR	RacR	RDBECOLITUC00483:ydaSTUVW-rzpR	29205228;29205229 
RDBECOLIRIC01356	tf-tu	RDBECOLITFC00208	RacR	RacR	RDBECOLITUC00483:ydaSTUVW-rzpR	29205228;29205229 
RDBECOLIRIC01357	tf-tu	RDBECOLITFC00208	RacR	RacR	RDBECOLITUC00483:ydaSTUVW-rzpR	29205228;29205229 
RDBECOLIRIC01358	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03437:fliAZY	29196655 
RDBECOLIRIC01359	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03437:fliAZY	29196655 
RDBECOLIRIC01361	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02696:ybiT	15520470;21460078;29343727;21673794;26843427 
RDBECOLIRIC01362	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02626:ldtB	15520470;21460078;29343727;21673794;26843427 
RDBECOLIRIC01363	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC00386:ycdZ	23028500;29343727;21673794;26843427 
RDBECOLIRIC01364	tf-promoter	RDBECOLITFC00076	ArgP	DNA-binding transcriptional dual regulator ArgP	RDBECOLITUC02414:dapB	29146251 
RDBECOLIRIC01365	tf-promoter	RDBECOLITFC00076	ArgP	DNA-binding transcriptional dual regulator ArgP	RDBECOLITUC03855:gdhA	29146251 
RDBECOLIRIC01368	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02105:yihW	29453395 
RDBECOLIRIC01369	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02105:yihW	29453395 
RDBECOLIRIC01370	tf-promoter	RDBECOLITFC00077	GadE	GadE	RDBECOLITUC02773:yhiM	26258987 
RDBECOLIRIC01371	tf-promoter	RDBECOLITFC00077	GadE	GadE	RDBECOLITUC01297:yjbQR	26258987 
RDBECOLIRIC01372	tf-promoter	RDBECOLITFC00077	GadE	GadE	RDBECOLITUC03315:hdeAB-yhiD	26258987 
RDBECOLIRIC01373	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC03593:gadBC	26258987 
RDBECOLIRIC01374	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC03593:gadBC	26258987 
RDBECOLIRIC01375	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC01951:ydeNM	26258987 
RDBECOLIRIC01376	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC01951:ydeNM	26258987 
RDBECOLIRIC01377	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC00579:ynfB-speG	26258987 
RDBECOLIRIC01378	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC02667:tppB	26258987 
RDBECOLIRIC01379	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC03133:slp-dctR	26258987 
RDBECOLIRIC01380	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC03133:slp-dctR	26258987 
RDBECOLIRIC01381	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC03133:slp-dctR	26258987 
RDBECOLIRIC01382	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC01723:gadW	26258987 
RDBECOLIRIC01383	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC01723:gadW	26258987 
RDBECOLIRIC01384	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03211:dps	26279566 
RDBECOLIRIC01385	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03661:grxA	26279566;26843427 
RDBECOLIRIC01386	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02315:znuCB	26279566 
RDBECOLIRIC01387	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02318:znuA	26279566 
RDBECOLIRIC01388	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02623:zinT	26279566 
RDBECOLIRIC01389	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01849:isrC-flu	26279566;26843427 
RDBECOLIRIC01390	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02599:metR	26279566 
RDBECOLIRIC01391	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02598:metE	26279566 
RDBECOLIRIC01392	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03071:katG	26279566 
RDBECOLIRIC01393	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02815:yjjZ	11443092;26279566;26843427;34824476 
RDBECOLIRIC01394	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC03045:aroF-tyrA	26279566 
RDBECOLIRIC01395	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC02556:yrbL	26279566 
RDBECOLIRIC01396	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC03101:sodA	26279566 
RDBECOLIRIC01397	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC02794:yjcB	26279566 
RDBECOLIRIC01398	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC03246:soxS	26279566 
RDBECOLIRIC01399	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC00214:decR	26279566 
RDBECOLIRIC01400	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03224:nfo	26279566 
RDBECOLIRIC01401	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC02556:yrbL	26279566 
RDBECOLIRIC01402	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC01199:nepI	26279566 
RDBECOLIRIC01413	tf-tu	RDBECOLITFC00055	IscR	DNA-binding transcriptional repressor IscR-a [2Fe-2S] iron-sulfur cluster	RDBECOLITUC02720:torT	29502970 
RDBECOLIRIC01422	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01491:clpS	29686082 
RDBECOLIRIC01423	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC02687:purT	29728462;34824476 
RDBECOLIRIC01424	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01288:xylE	29728462;21673794;26843427 
RDBECOLIRIC01425	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC01288:xylE	29728462 
RDBECOLIRIC01426	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC01288:xylE	29728462 
RDBECOLIRIC01427	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC02513:uvrB	29967594;34824476 
RDBECOLIRIC01428	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC01724:uvrB	29967594;2996759 
RDBECOLIRIC01429	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC02513:uvrB	29967594 
RDBECOLIRIC01430	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC02513:uvrB	29967594;34824476 
RDBECOLIRIC01431	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC02513:uvrB	29967594;34824476 
RDBECOLIRIC01432	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01433	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01434	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01435	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01436	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01437	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03107:uvrB	29967594 
RDBECOLIRIC01438	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC01855:recN	29967594 
RDBECOLIRIC01439	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC01855:recN	29967594 
RDBECOLIRIC01440	tf-promoter	RDBECOLITFC00116	BolA	BolA-phosphate	RDBECOLITUC01513:mreB	19111750;32535996 
RDBECOLIRIC01493	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02564:pagP	30013537 
RDBECOLIRIC01494	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02564:pagP	30013537 
RDBECOLIRIC01495	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02564:pagP	30013537 
RDBECOLIRIC01548	tf-promoter	RDBECOLITFC00040	OmpR	OmpR dimer	RDBECOLITUC03485:cadBA	29138484 
RDBECOLIRIC01549	tf-promoter	RDBECOLITFC00040	OmpR	OmpR dimer	RDBECOLITUC03154:cadC	29138484 
RDBECOLIRIC01550	tf-tu	RDBECOLITFC00040	OmpR	OmpR dimer	RDBECOLITUC03384:speF-potE	29138484 
RDBECOLIRIC01551	tf-promoter	RDBECOLITFC00138	CsqR	CsqR	RDBECOLITUC02105:yihW	30372406 
RDBECOLIRIC01552	tf-promoter	RDBECOLITFC00138	CsqR	CsqR	RDBECOLITUC01256:yihV-csqR	30372406 
RDBECOLIRIC01553	tf-promoter	RDBECOLITFC00138	CsqR	CsqR	RDBECOLITUC02110:yihUTS	30372406 
RDBECOLIRIC01556	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03668:rsd	30225374 
RDBECOLIRIC01557	tf-promoter	RDBECOLITFC00089	McbR	McbR	RDBECOLITUC03668:rsd	30225374 
RDBECOLIRIC01558	tf-promoter	RDBECOLITFC00048	RcdA	RcdA	RDBECOLITUC03668:rsd	30225374 
RDBECOLIRIC01559	tf-promoter	RDBECOLITFC00021	SdiA	SdiA	RDBECOLITUC03668:rsd	30225374 
RDBECOLIRIC01560	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC03668:rsd	30225374 
RDBECOLIRIC01561	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC02002:rmf	30225374 
RDBECOLIRIC01562	tf-promoter	RDBECOLITFC00089	McbR	McbR	RDBECOLITUC02002:rmf	30225374 
RDBECOLIRIC01563	tf-promoter	RDBECOLITFC00048	RcdA	RcdA	RDBECOLITUC02002:rmf	30225374 
RDBECOLIRIC01564	tf-promoter	RDBECOLITFC00021	SdiA	SdiA	RDBECOLITUC02002:rmf	30225374 
RDBECOLIRIC01565	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC02002:rmf	30225374 
RDBECOLIRIC01566	tf-promoter	RDBECOLITFC00007	DgoR	DNA-binding transcriptional repressor DgoR	RDBECOLITUC01207:dgoRKADT	29728462;30455279;33068046;33224125 
RDBECOLIRIC01567	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01207:dgoRKADT	29728462 
RDBECOLIRIC01569	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02937:abgR	28061857 
RDBECOLIRIC01570	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03408:ackA	28061857 
RDBECOLIRIC01573	tf-gene	RDBECOLITFC00135	Nac	Nac	RDBECOLIGNC01664:cbrC	28061857 
RDBECOLIRIC01574	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00521:curA	28061857 
RDBECOLIRIC01575	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01333:cysQ	28061857 
RDBECOLIRIC01576	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02956:dcp	28061857 
RDBECOLIRIC01577	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02957:ddlA	28061857 
RDBECOLIRIC01578	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02958:dld	28061857 
RDBECOLIRIC01579	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02883:eamA	28061857 
RDBECOLIRIC01580	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00360:elfA	28061857 
RDBECOLIRIC01581	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01480:eptA	28061857 
RDBECOLIRIC01582	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01260:fdhD	28061857 
RDBECOLIRIC01583	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01329:fklB	28061857 
RDBECOLIRIC01584	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01301:gltP	28061857 
RDBECOLIRIC01585	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01128:greB	28061857 
RDBECOLIRIC01586	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01085:ispB	28061857 
RDBECOLIRIC01587	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03007:ivy	28061857 
RDBECOLIRIC01588	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03008:kdgR	28061857 
RDBECOLIRIC01589	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00964:kduI	28061857 
RDBECOLIRIC01590	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03014:ligB	28061857 
RDBECOLIRIC01591	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00390:mdtG	28061857 
RDBECOLIRIC01592	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00131:mltD	28061857 
RDBECOLIRIC01593	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00706:mtfA	28061857 
RDBECOLIRIC01594	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02980:nudG	28061857 
RDBECOLIRIC01595	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00561:pinQ	28061857 
RDBECOLIRIC01596	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00489:pinR	28061857 
RDBECOLIRIC01597	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00931:pphB	28061857 
RDBECOLIRIC01598	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01382:prfC	28061857 
RDBECOLIRIC01599	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00938:queD	28061857 
RDBECOLIRIC01600	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02692:rfaH	28061857 
RDBECOLIRIC01601	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00325:rhtA	28061857 
RDBECOLIRIC01602	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02757:ybiN	28061857 
RDBECOLIRIC01603	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01449:rlmM	28061857 
RDBECOLIRIC01604	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00666:rsmF	28061857 
RDBECOLIRIC01605	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00690:sdiA	28061857 
RDBECOLIRIC01607	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01070:tdcR	28061857 
RDBECOLIRIC01608	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00830:torI	28061857 
RDBECOLIRIC01609	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00727:ugd	28061857 
RDBECOLIRIC01610	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02724:uspC	28061857 
RDBECOLIRIC01611	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02777:wecH	28061857 
RDBECOLIRIC01615	tf-promoter	RDBECOLITFC00007	DgoR	DNA-binding transcriptional repressor DgoR	RDBECOLITUC01207:dgoRKADT	29728462;30455279;33068046;33224125 
RDBECOLIRIC01616	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00125:yaeF	28061857 
RDBECOLIRIC01617	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02730:yafC	28061857 
RDBECOLIRIC01618	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00137:ldtF	28061857 
RDBECOLIRIC01619	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02736:yagU	28061857 
RDBECOLIRIC01620	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02123:yaiS	28061857 
RDBECOLIRIC01621	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02740:yaiY	28061857 
RDBECOLIRIC01622	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00201:yajD	28061857 
RDBECOLIRIC01623	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00246:ybcK	28061857 
RDBECOLIRIC01624	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00259:ybdK	28061857 
RDBECOLIRIC01634	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01409:ybdR	28061857 
RDBECOLIRIC01635	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02750:ybeQ	28061857 
RDBECOLIRIC01636	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02751:ybeT	28061857 
RDBECOLIRIC01637	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02754:ybhD	28061857 
RDBECOLIRIC01638	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00310:ybhH	28061857 
RDBECOLIRIC01639	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00311:ybhI	28061857 
RDBECOLIRIC01640	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00316:ybhM	28061857 
RDBECOLIRIC01641	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03782:ycaC	28061857 
RDBECOLIRIC01642	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00348:ycaD	28061857 
RDBECOLIRIC01644	tf-gene	RDBECOLITFC00135	Nac	Nac	RDBECOLIGNC03336:ycaN	28061857 
RDBECOLIRIC01645	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00376:yccM	28061857 
RDBECOLIRIC01646	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02867:ycgJ	28061857 
RDBECOLIRIC01647	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00439:ycgV	28061857 
RDBECOLIRIC01648	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00420:ycgX	28061857 
RDBECOLIRIC01650	tf-gene	RDBECOLITFC00135	Nac	Nac	RDBECOLIGNC03612:ydcY	28061857 
RDBECOLIRIC01651	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02884:ydeE	28061857 
RDBECOLIRIC01652	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00587:ydgH	28061857 
RDBECOLIRIC01653	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00607:fumD	28061857 
RDBECOLIRIC01655	tf-gene	RDBECOLITFC00135	Nac	Nac	RDBECOLIGNC03768:ydiM	28061857 
RDBECOLIRIC01656	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC01956:ydiY	28061857 
RDBECOLIRIC01657	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02893:yebQ	28061857 
RDBECOLIRIC01658	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00694:yedL	28061857 
RDBECOLIRIC01659	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00724:yeeZ	28061857 
RDBECOLIRIC01660	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00746:yehE	28061857 
RDBECOLIRIC01661	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00766:yeiE	28061857 
RDBECOLIRIC01662	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00767:yeiH	28061857 
RDBECOLIRIC01663	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02909:yfbK	28061857 
RDBECOLIRIC01664	tf-tu	RDBECOLITFC00091	HdfR	HdfR	RDBECOLITUC02790:yifE	28484043 
RDBECOLIRIC01665	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00799:yfbL	28061857 
RDBECOLIRIC01666	tf-tu	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC00807:yfbV	28061857 
